AP_TYPE,Name of Access Point,Office Type:,AP_Attached_Facility,Attach_Facility Name,Street Address,City or town,CHIEFDOM_N,REGION,DISTRICT,Products Offered,Services offered,Status,Agent Code/ Branch Code,Longitude,Lattitude,Photo
Mobile Money,Afrimoney,Retailer Agent,,,173 Upper Beccle Street,Freetown Urban,EAST III,WESTERN,WESTERN URBAN,,,,30747108,-13.1705,8.45443,
Mobile Money,Afrimoney,Retailer Agent,,,257 Baibureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77527125,-13.17042,8.45453,
Mobile Money,Afrimoney,Retailer Agent,,,44 City Road Wellington,Freetown Urban,EAST III,WESTERN,WESTERN URBAN,,,,77527125,-13.17033,8.45451,
Mobile Money,Afrimoney,Retailer Agent,,,Congo Water Junction,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77527125,-13.17033,8.45449,
Mobile Money,Afrimoney,Retailer Agent,,,123 City Road Congo Water,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80525726,-13.17031,8.45404,
Mobile Money,Afrimoney,Retailer Agent,,,121 City Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,33588070,-13.17025,8.45219,
Mobile Money,Afrimoney,Retailer Agent,,,Congo Water Junction,,EAST III,WESTERN,WESTERN URBAN,,,,80799764,-13.17021,8.45398,
Mobile Money,Afrimoney,Retailer Agent,,,Congo Water Junction,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99012984,-13.17017,8.45394,
Mobile Money,Afrimoney,Retailer Agent,,,222 Baibureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99012984,-13.17014,8.45405,
Mobile Money,Afrimoney,Retailer Agent,,,Congo Water Junction,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80525726,-13.17011,8.4539,
Mobile Money,Afrimoney,Retailer Agent,,,Lokotown,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99960811,-13.16978,8.43779,
Mobile Money,Afrimoney,Retailer Agent,,,258 Baibureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99536245,-13.1697,8.45402,
Mobile Money,Afrimoney,Retailer Agent,,,17 Taylor Street,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99974765,-13.16902,8.44112,
Mobile Money,Afrimoney,Retailer Agent,,,41 Taylor Street,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77680194,-13.16886,8.44134,
Mobile Money,Afrimoney,Retailer Agent,,,46 City Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,88000248,-13.16871,8.44773,
Mobile Money,Afrimoney,Retailer Agent,,,46 Main Motor Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,88000248,-13.1687,8.44767,
Mobile Money,Afrimoney,Retailer Agent,,,Pama Street Old Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,88473197,-13.16868,8.4473,
Mobile Money,Afrimoney,Retailer Agent,,,Pama Street Junction Old Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,88473197,-13.16864,8.44727,
Mobile Money,Afrimoney,Retailer Agent,,,46 Main Motor Road Wellington,Freetown Urban,EAST III,WESTERN,WESTERN URBAN,,,,88000248,-13.16863,8.44765,
Mobile Money,Afrimoney,Retailer Agent,,,Mellon Street Junction,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80800857,-13.16852,8.45136,
Mobile Money,Afrimoney,Retailer Agent,,,Wellington Market,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77574065,-13.16823,8.44657,
Mobile Money,Afrimoney,Retailer Agent,,,10Upper Loko Town,Freetown Urban,EAST III,WESTERN,WESTERN URBAN,,,,33355531,-13.16817,8.44378,
Mobile Money,Afrimoney,Retailer Agent,,,245 Bai Bureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99709754,-13.16816,8.45197,
Mobile Money,Afrimoney,Retailer Agent,,,Magnus,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99975991,-13.16814,8.44623,
Mobile Money,Afrimoney,Retailer Agent,,,24 Baibureh Road Mellon Street,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80734948,-13.16809,8.45152,
Mobile Money,Afrimoney,Retailer Agent,,,Mellon Street Junction,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99961689,-13.16807,8.45175,
Mobile Money,Afrimoney,Retailer Agent,,,Abu Combo,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,88000251,-13.16805,8.44589,
Mobile Money,Afrimoney,Retailer Agent,,,Market,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,90379081,-13.16803,8.44701,
Mobile Money,Afrimoney,Retailer Agent,,,Market,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80082442,-13.16802,8.44594,
Mobile Money,Afrimoney,Retailer Agent,,,Wellington Market,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,33355635,-13.16801,8.44585,
Mobile Money,Afrimoney,Retailer Agent,,,10 Abu Lane Congo Wata,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,33003722,-13.16787,8.44434,
Mobile Money,Afrimoney,Retailer Agent,,,Abucombo,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,33003722,-13.16785,8.4444,
Mobile Money,Afrimoney,Retailer Agent,,,Abu Combo,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77511469,-13.16754,8.44419,
Mobile Money,Afrimoney,Retailer Agent,,,Wellington,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,33004166,-13.16752,8.44484,
Mobile Money,Afrimoney,Retailer Agent,,,67B Main Motor Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77425789,-13.1675,8.44439,
Mobile Money,Afrimoney,Retailer Agent,,,Abu Combo Junction,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,33004166,-13.16742,8.44492,
Mobile Money,Afrimoney,Retailer Agent,,,"NATCO, Wellington",Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99959646,-13.16702,8.44347,
Mobile Money,Afrimoney,Retailer Agent,,,38 Bowen Street,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,90379150,-13.16669,8.45073,
Mobile Money,Afrimoney,Retailer Agent,,,Philip Street Junction,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,88000256,-13.16627,8.44959,
Mobile Money,Afrimoney,Retailer Agent,,,Philips Street Junction,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,88088256,-13.16626,8.44979,
Mobile Money,Afrimoney,Retailer Agent,,,"Philip Street Junction, Wellington",Freetown,EAST III,WESTERN,WESTERN URBAN,,,,88008256,-13.1662,8.44974,
Mobile Money,Afrimoney,Retailer Agent,,,Maxwell,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99287707,-13.16615,8.44745,
Mobile Money,Afrimoney,Retailer Agent,,,35 Maxwell Street Wellington,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99287707,-13.16612,8.44742,
Mobile Money,Afrimoney,Retailer Agent,,,Pama Street,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80015437,-13.16592,8.44898,
Mobile Money,Afrimoney,Retailer Agent,,,Maxwell,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80055083,-13.1659,8.44747,
Mobile Money,Afrimoney,Retailer Agent,,,"46 Maxwell Street, Wellington",Freetown Urban,EAST III,WESTERN,WESTERN URBAN,,,,80055083,-13.16586,8.44746,
Mobile Money,Afrimoney,Retailer Agent,,,City Road Consider Lane Junction,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,33760565,-13.16547,8.43974,
Mobile Money,Afrimoney,Retailer Agent,,,Philip Street Tipper Ground,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,33760828,-13.16531,8.44895,
Mobile Money,Afrimoney,Retailer Agent,,,2Q Consider Lane Junction,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99083250,-13.16506,8.4385,
Mobile Money,Afrimoney,Retailer Agent,,,Pama Street,,EAST III,WESTERN,WESTERN URBAN,,,,77860034,-13.16496,8.44786,
Mobile Money,Afrimoney,Retailer Agent,,,47 Upper Maxwell Street,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99974549,-13.16496,8.44792,
Mobile Money,Afrimoney,Retailer Agent,,,33 Gassama Street,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,88471151,-13.16456,8.43482,
Mobile Money,Afrimoney,Retailer Agent,,,5A Main Road Calbatown,Calbatown,EAST III,WESTERN,WESTERN URBAN,,,,99083250,-13.16393,8.43984,
Mobile Money,Afrimoney,Retailer Agent,,,Joshua,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77521458,-13.16359,8.44665,
Mobile Money,Afrimoney,Retailer Agent,,,5A Main Motor Road Calbatown,Calbatown,EAST III,WESTERN,WESTERN URBAN,,,,99892967,-13.16357,8.43941,
Mobile Money,Afrimoney,Retailer Agent,,,5A Main Motor Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99892967,-13.16354,8.43945,
Mobile Money,Afrimoney,Retailer Agent,,,9 Sinnoh Junction Old Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99451645,-13.16309,8.43907,
Mobile Money,Afrimoney,Retailer Agent,,,80 Main Motor Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,30858987,-13.16301,8.43651,
Mobile Money,Afrimoney,Retailer Agent,,,Pmb,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,90227969,-13.16285,8.4435,
Mobile Money,Afrimoney,Retailer Agent,,,YDM Old Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80800854,-13.16257,8.43788,
Mobile Money,Afrimoney,Retailer Agent,,,5C Gassama Street,,EAST III,WESTERN,WESTERN URBAN,,,,77899247,-13.16224,8.43674,
Mobile Money,Afrimoney,Retailer Agent,,,80 Old Motor Road Kabala Town Calbatown,Calbatown,EAST III,WESTERN,WESTERN URBAN,,,,30858987,-13.16204,8.43578,
Mobile Money,Afrimoney,Retailer Agent,,,Pmb,,EAST III,WESTERN,WESTERN URBAN,,,,88867312,-13.16203,8.44395,
Mobile Money,Afrimoney,Retailer Agent,,,Market,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99961545,-13.16199,8.43546,
Mobile Money,Afrimoney,Retailer Agent,,,PMB,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,88508900,-13.1619,8.44406,
Mobile Money,Afrimoney,Retailer Agent,,,Pmb Junction,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77263158,-13.16176,8.44399,
Mobile Money,Afrimoney,Retailer Agent,,,Mission Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,33003933,-13.16166,8.43003,
Mobile Money,Afrimoney,Retailer Agent,,,125 Baibureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99609534,-13.1615,8.4439,
Mobile Money,Afrimoney,Retailer Agent,,,124 Baibureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77421344,-13.16141,8.44366,
Mobile Money,Afrimoney,Retailer Agent,,,14 Koroma Street Calaba Town,Calaba Town,EAST III,WESTERN,WESTERN URBAN,,,,88465284,-13.16119,8.43526,
Mobile Money,Afrimoney,Retailer Agent,,,158 Baibureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77264215,-13.16112,8.44253,
Mobile Money,Afrimoney,Retailer Agent,,,Choithrams Bai Bureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77264215,-13.1611,8.4425,
Mobile Money,Afrimoney,Retailer Agent,,,Wasccare Calabatown,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77264215,-13.16109,8.44247,
Mobile Money,Afrimoney,Retailer Agent,,,Old Wharff Junction,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80015472,-13.16103,8.44304,
Mobile Money,Afrimoney,Retailer Agent,,,"PMB, Bai Bureh Road",Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99609534,-13.16103,8.44505,
Mobile Money,Afrimoney,Retailer Agent,,,Pmb Choithram,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,33355501,-13.16098,8.44167,
Mobile Money,Afrimoney,Retailer Agent,,,43Main Motor Road Calbatown,Calbatown,EAST III,WESTERN,WESTERN URBAN,,,,77471565,-13.16088,8.43391,
Mobile Money,Afrimoney,Retailer Agent,,,43 Main Motor Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77471565,-13.16087,8.43389,
Mobile Money,Afrimoney,Retailer Agent,,,YDM,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80085512,-13.16077,8.43897,
Mobile Money,Afrimoney,Retailer Agent,,,329 Baibureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80085512,-13.16077,8.43928,
Mobile Money,Afrimoney,Retailer Agent,,,"289 Bai Bureh Road, Calabatown",Freetown,EAST III,WESTERN,WESTERN URBAN,,,,88365515,-13.16076,8.44057,
Mobile Money,Afrimoney,Retailer Agent,,,Bai Bureh Road Ydm,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80085512,-13.16074,8.43931,
Mobile Money,Afrimoney,Retailer Agent,,,Hastings,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80085512,-13.16071,8.43927,
Mobile Money,Afrimoney,Retailer Agent,,,35Main Motor Road Calbatown,Calbatown,EAST III,WESTERN,WESTERN URBAN,,,,30446600,-13.1604,8.43354,
Mobile Money,Afrimoney,Retailer Agent,,,35 Main Motor Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,30446600,-13.16034,8.43358,
Mobile Money,Afrimoney,Retailer Agent,,,"301 Bia Buriel Road, YDM. Calabatown",Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99086304,-13.16029,8.4389,
Mobile Money,Afrimoney,Retailer Agent,,,3 Baiburh Road Calabatow,Calabatown,EAST III,WESTERN,WESTERN URBAN,,,,99086601,-13.16027,8.43892,
Mobile Money,Afrimoney,Retailer Agent,,,301 Bai Buteh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99086304,-13.16026,8.43887,
Mobile Money,Afrimoney,Retailer Agent,,,515 Baubureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,30101863,-13.16026,8.43875,
Mobile Money,Afrimoney,Retailer Agent,,,Main Motor Road Kola Tree,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77044977,-13.16024,8.42592,
Mobile Money,Afrimoney,Retailer Agent,,,515 Main Bia Buriel Road Calabatown,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,30101863,-13.16022,8.43888,
Mobile Money,Afrimoney,Retailer Agent,,,32 Main Motor Road Kola Tree,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,33227553,-13.16017,8.42605,
Mobile Money,Afrimoney,Retailer Agent,,,Old Wharff Community,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99961066,-13.16016,8.44348,
Mobile Money,Afrimoney,Retailer Agent,,,YDM,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,30101863,-13.16016,8.43878,
Mobile Money,Afrimoney,Retailer Agent,,,45 Robis Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,88473189,-13.16015,8.43604,
Mobile Money,Afrimoney,Retailer Agent,,,93B Main Motor Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77858897,-13.1598,8.43411,
Mobile Money,Afrimoney,Retailer Agent,,,Market,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,90227961,-13.15976,8.43311,
Mobile Money,Afrimoney,Retailer Agent,,,K Step,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80078666,-13.15921,8.4369,
Mobile Money,Afrimoney,Retailer Agent,,,40 Black Hall Rd,Calaba Town,EAST III,WESTERN,WESTERN URBAN,,,,88465323,-13.15905,8.43663,
Mobile Money,Afrimoney,Retailer Agent,,,Robis Road Junction New Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,88743141,-13.15903,8.43664,
Mobile Money,Afrimoney,Retailer Agent,,,40 Blackhall PWD,Freetown Urban,EAST III,WESTERN,WESTERN URBAN,,,,88743141,-13.15902,8.43667,
Mobile Money,Afrimoney,Retailer Agent,,,332 Jabbie Street,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77533639,-13.15901,8.43581,
Mobile Money,Afrimoney,Retailer Agent,,,360 Bai Bureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99242210,-13.15901,8.43667,
Mobile Money,Afrimoney,Retailer Agent,,,Colatery Semetary Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,33356659,-13.15896,8.42586,
Mobile Money,Afrimoney,Retailer Agent,,,Market,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,88465214,-13.15861,8.43238,
Mobile Money,Afrimoney,Retailer Agent,,,2 Hennessy Street Kingtom,Calaba Town,EAST III,WESTERN,WESTERN URBAN,,,,88465214,-13.15854,8.43232,
Mobile Money,Afrimoney,Retailer Agent,,,Taylor Street,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,33093674,-13.15853,8.43392,
Mobile Money,Afrimoney,Retailer Agent,,,Makeni Compound Calaba Town Last Station,Calaba Town,EAST III,WESTERN,WESTERN URBAN,,,,88469762,-13.15852,8.42729,
Mobile Money,Afrimoney,Retailer Agent,,,Market,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,33162073,-13.15802,8.43251,
Mobile Money,Afrimoney,Retailer Agent,,,1 Bangura Street Calaba Town,Freetown Urban,EAST III,WESTERN,WESTERN URBAN,,,,33355503,-13.15802,8.43523,
Mobile Money,Afrimoney,Retailer Agent,,,340 Baibureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,33355503,-13.15798,8.43525,
Mobile Money,Afrimoney,Retailer Agent,,,Calabatown Foamex,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80274896,-13.15764,8.43038,
Mobile Money,Afrimoney,Retailer Agent,,,Mission Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80274896,-13.1576,8.43043,
Mobile Money,Afrimoney,Retailer Agent,,,57 Mission Road Calbatown,Calbatown,EAST III,WESTERN,WESTERN URBAN,,,,77322355,-13.15738,8.43042,
Mobile Money,Afrimoney,Retailer Agent,,,Calabatown Foamex,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77322355,-13.15737,8.43042,
Mobile Money,Afrimoney,Retailer Agent,,,314 Baibureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99310680,-13.15727,8.43386,
Mobile Money,Afrimoney,Retailer Agent,,,66 Calbatown Old Road,Calbatown,EAST III,WESTERN,WESTERN URBAN,,,,33464485,-13.15722,8.43203,
Mobile Money,Afrimoney,Retailer Agent,,,Poyobar,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99500146,-13.15722,8.43442,
Mobile Money,Afrimoney,Retailer Agent,,,Mamboreh Old Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,33221158,-13.1571,8.4276,
Mobile Money,Afrimoney,Retailer Agent,,,Calabatown,Calabatown,EAST III,WESTERN,WESTERN URBAN,,,,80611468,-13.15702,8.43371,
Mobile Money,Afrimoney,Retailer Agent,,,354 Baibureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80611468,-13.15701,8.43376,
Mobile Money,Afrimoney,Retailer Agent,,,354 Bai Bureh Rd,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80611468,-13.1569,8.43367,
Mobile Money,Afrimoney,Retailer Agent,,,356 Main Bai Bureah Road Calabatown,Freetown Urban,EAST III,WESTERN,WESTERN URBAN,,,,77488377,-13.15687,8.43397,
Mobile Money,Afrimoney,Retailer Agent,,,356 Bai Buteh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77488377,-13.15685,8.43396,
Mobile Money,Afrimoney,Retailer Agent,,,Pipe Line Allentown,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77884553,-13.15675,8.43343,
Mobile Money,Afrimoney,Retailer Agent,,,1 Bangura Street,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,88465806,-13.15667,8.43375,
Mobile Money,Afrimoney,Retailer Agent,,,Calabatown Foamex,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80200331,-13.15659,8.43284,
Mobile Money,Afrimoney,Retailer Agent,,,9J Main Motor Road,Calbatown,EAST III,WESTERN,WESTERN URBAN,,,,99252590,-13.15653,8.43085,
Mobile Money,Afrimoney,Retailer Agent,,,Calabatown Foamex,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99252590,-13.15649,8.43094,
Mobile Money,Afrimoney,Retailer Agent,,,Calabatown Foamex,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,33227411,-13.15649,8.43079,
Mobile Money,Afrimoney,Retailer Agent,,,5B Main Motor Road Calbatown,Calbatown,EAST III,WESTERN,WESTERN URBAN,,,,33227411,-13.15639,8.43093,
Mobile Money,Afrimoney,Retailer Agent,,,Mambureh Old Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80115397,-13.15633,8.4262,
Mobile Money,Afrimoney,Retailer Agent,,,31 Lowe Allentown,Allentown,EAST III,WESTERN,WESTERN URBAN,,,,88470913,-13.15625,8.42389,
Mobile Money,Afrimoney,Retailer Agent,,,1 Allentown,Calaba Town,EAST III,WESTERN,WESTERN URBAN,,,,88465806,-13.15617,8.43364,
Mobile Money,Afrimoney,Retailer Agent,,,75 Main Motor Road Calabatown,Freetown Urban,EAST III,WESTERN,WESTERN URBAN,,,,80450628,-13.15608,8.43209,
Mobile Money,Afrimoney,Retailer Agent,,,368 Baibureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80450628,-13.15605,8.43209,
Mobile Money,Afrimoney,Retailer Agent,,,118 Reservation View Calaba Town,Calaba Town,EAST III,WESTERN,WESTERN URBAN,,,,88465476,-13.15596,8.42812,
Mobile Money,Afrimoney,Retailer Agent,,,68 Jusujaka Lane,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,30731108,-13.15588,8.43105,
Mobile Money,Afrimoney,Retailer Agent,,,Calvatown Last Station,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,88465941,-13.15581,8.43193,
Mobile Money,Afrimoney,Retailer Agent,,,156 Baibureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77503195,-13.15577,8.43228,
Mobile Money,Afrimoney,Master Agent,,,68B Jusu Jaka Lane,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99334595,-13.15577,8.43119,
Mobile Money,Afrimoney,Retailer Agent,,,366 Baibureh Road Calbatown,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99230406,-13.15577,8.43176,
Mobile Money,Afrimoney,Retailer Agent,,,Kalaba Town,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99230406,-13.15576,8.43174,
Mobile Money,Afrimoney,Retailer Agent,,,366 Bai Bureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99230406,-13.15567,8.43188,
Mobile Money,Afrimoney,Retailer Agent,,,Mamboreh Junction,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80105337,-13.15565,8.42766,
Mobile Money,Afrimoney,Retailer Agent,,,Last Station,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80799702,-13.15562,8.43214,
Mobile Money,Afrimoney,Retailer Agent,,,125 Baibureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,88420017,-13.15561,8.43161,
Mobile Money,Afrimoney,Retailer Agent,,,366 Baibureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,33582810,-13.15558,8.43135,
Mobile Money,Afrimoney,Retailer Agent,,,359 Bai Bureah Road Calabatown,Freetown Urban,EAST III,WESTERN,WESTERN URBAN,,,,77503195,-13.15558,8.43196,
Mobile Money,Afrimoney,Retailer Agent,,,9D Sadala Lane Allentown,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80799702,-13.15556,8.432,
Mobile Money,Afrimoney,Retailer Agent,,,Allen Town,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80261537,-13.1555,8.42354,
Mobile Money,Afrimoney,Retailer Agent,,,Mambureh,Calabatown,EAST III,WESTERN,WESTERN URBAN,,,,99501676,-13.15549,8.43128,
Mobile Money,Afrimoney,Retailer Agent,,,356 Baibureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77760772,-13.15548,8.43146,
Mobile Money,Afrimoney,Retailer Agent,,,363 Baibureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77549714,-13.15545,8.4318,
Mobile Money,Afrimoney,Retailer Agent,,,Calabatown Foamex,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80173017,-13.15545,8.43126,
Mobile Money,Afrimoney,Retailer Agent,,,363 Bai Bureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77549714,-13.15545,8.43185,
Mobile Money,Afrimoney,Retailer Agent,,,350 Baibureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99501676,-13.15541,8.43124,
Mobile Money,Afrimoney,Retailer Agent,,,Calabatown Foamex,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77617224,-13.15532,8.43114,
Mobile Money,Afrimoney,Retailer Agent,,,Ojuku Junction,Allentown,EAST III,WESTERN,WESTERN URBAN,,,,88469916,-13.15531,8.42322,
Mobile Money,Afrimoney,Retailer Agent,,,27 Ojuku Junction,Freetown East,EAST III,WESTERN,WESTERN URBAN,,,,77059128,-13.1553,8.42368,
Mobile Money,Afrimoney,Retailer Agent,,,600A Baibureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,30053562,-13.1553,8.42618,
Mobile Money,Afrimoney,Master Agent,,,600A Bai Bureh Road Manboreh,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,30053562,-13.15529,8.42619,
Mobile Money,Afrimoney,Retailer Agent,,,15 Kojuma Street Calbatown,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77950126,-13.15525,8.43141,
Mobile Money,Afrimoney,Retailer Agent,,,Last Station,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,33028843,-13.15522,8.43139,
Mobile Money,Afrimoney,Retailer Agent,,,Portee New Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,80264032,-13.15522,8.43117,
Mobile Money,Afrimoney,Retailer Agent,,,Mambureh Junction,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,33783521,-13.15515,8.42636,
Mobile Money,Afrimoney,Retailer Agent,,,Calabatown,Calabatown,EAST III,WESTERN,WESTERN URBAN,,,,80173017,-13.15513,8.43106,
Mobile Money,Afrimoney,Retailer Agent,,,22 Alpha Terrace Calabatown,Freetown Urban,EAST III,WESTERN,WESTERN URBAN,,,,77897872,-13.15513,8.43104,
Mobile Money,Afrimoney,Retailer Agent,,,Calaba Town,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77897872,-13.15511,8.43108,
Mobile Money,Afrimoney,Retailer Agent,,,Mambureh Junction,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,33332594,-13.15509,8.42731,
Mobile Money,Afrimoney,Retailer Agent,,,"Calaba Town, Foamex",Freetown,EAST III,WESTERN,WESTERN URBAN,,,,99501886,-13.15504,8.42987,
Mobile Money,Afrimoney,Retailer Agent,,,363 Baibureh Road,Freetown,EAST III,WESTERN,WESTERN URBAN,,,,77262847,-13.15504,8.43069,
Mobile Money,Afrimoney,Retailer Agent,,,46 Fenkray Street Calaba Town,Calaba Town,EAST III,WESTERN,WESTERN URBAN,,,,80799706,-13.15501,8.42743,
Mobile Money,Afrimoney,Retailer Agent,,,4 Fofanah Lane Calabatown,Freetown Urban,EAST III,WESTERN,WESTERN URBAN,,,,77262847,-13.15499,8.43073,
