AP_TYPE,Name of Access Point,Office Type:,AP_Attached_Facility,Attach_Facility Name,Street Address,City or town,CHIEFDOM,REGION,DISTRICT,Products Offered,Services offered,Status,Agent Code/ Branch Code,Longitude,Lattitude,Photo
Banking Agent,Rokel Commercial Bank (SL) Ltd,Cash Point,,Salamatu Nyallay,RCBank kiosk Juba,FREETOWN CITY,WEST III,WESTERN,WESTERN URBAN,,,,,-13.27666,8.45228,
Banking Agent,Rokel Commercial Bank (SL) Ltd,Cash Point,,Ramesh S. Pamani,45 Krootown  Road,FREETOWN CITY,WEST I,WESTERN,WESTERN URBAN,,,,,-13.24226,8.4835,
Banking Agent,Rokel Commercial Bank (SL) Ltd,Cash Point,,Mohamed Jan Jalloh,Lumley Market,FREETOWN CITY,WEST III,WESTERN,WESTERN URBAN,,,,,-13.27229,8.45466,
Banking Agent,Rokel Commercial Bank (SL) Ltd,Cash Point,,Samuel Kamara T/A Strive Investment,1 Ophanage Street Kamaya,FREETOWN CITY,WEST II,WESTERN,WESTERN URBAN,,,,,-13.23179,8.46581,
Banking Agent,Rokel Commercial Bank (SL) Ltd,Cash Point,,Juma Sesay,1 Regent Road Lumley,FREETOWN CITY,WEST III,WESTERN,WESTERN URBAN,,,,,-13.27098,8.45462,
Banking Agent,Rokel Commercial Bank (SL) Ltd,Cash Point,,Frution Express,41c Edmas Drive Malama ,FREETOWN CITY,CENTRAL I,WESTERN,WESTERN URBAN,,,,,-13.23083,8.4901,
Banking Agent,Rokel Commercial Bank (SL) Ltd,Cash Point,,Ambchell Investment,Mansaray Drive,FREETOWN CITY,WEST II,WESTERN,WESTERN URBAN,,,,,-13.22944,8.46529,
Banking Agent,Rokel Commercial Bank (SL) Ltd,Cash Point,,Adikalie Samura T/A DELEO Investment,36 Old Railway Line Tengbeh Town,FREETOWN CITY,WEST II,WESTERN,WESTERN URBAN,,,,,-13.24794,8.47488,
Banking Agent,Rokel Commercial Bank (SL) Ltd,Cash Point,,Ambchell Investment,Wilberforce,FREETOWN CITY,WEST III,WESTERN,WESTERN URBAN,,,,,-13.26215,8.468,
Banking Agent,Rokel Commercial Bank (SL) Ltd,Cash Point,,Alie Enterprise,"2 Spurs Road, Wilberforce Bottom Mango",FREETOWN CITY,WEST III,WESTERN,WESTERN URBAN,,,,,-13.27034,8.47139,
Banking Agent,Rokel Commercial Bank (SL) Ltd,Cash Point,,Real Mack,Bottom Mango adjecent NP Filling Station,FREETOWN CITY,WEST III,WESTERN,WESTERN URBAN,,,,,-13.26192,8.46847,
Banking Agent,Rokel Commercial Bank (SL) Ltd,Cash Point,,Mohamed Sesay Peak Energy,Leister Junction Peak Energy filling station,FREETOWN CITY,MOUNTAIN RURAL,WESTERN,WESTERN RURAL,,,,,-13.21877,8.46257,
