AP_TYPE,Name of Access Point,Office Type:,AP_Attached_Facility,Attach_Facility Name,Street Address,City or town,CHIEFDOM,REGION,DISTRICT,Products Offered,Services offered,Status,Agent Code/ Branch Code,Longitude,Lattitude,Photo
ATM,FBN Bank (SL) Limited,On-Site,Bank,FBN Bank (SL) Limited,"9 Freetown Road, Lumley",FREETOWN,WEST III,WESTERN,WESTERN URBAN,,,,,-13.2709,8.45779,
ATM,GT Bank SL Limited,On-Site,Bank,GT Bank SL Limited,16 TIKONKO    ROAD BO,BO,BO TOWN,SOUTHERN,BO,,,,,-11.7397,7.95988,
ATM,GT Bank SL Limited,On-Site,Bank,GT Bank SL Limited,SIAKA STEVENS STREET,FREETOWN,CENTRAL II,WESTERN,WESTERN URBAN,,,,,-13.23745,8.48635,
ATM,GT Bank SL Limited,On-Site,Bank,GT Bank SL Limited,12 WILBERFORCE STREEET,FREETOWN,CENTRAL II,WESTERN,WESTERN URBAN,,,,,-13.23242,8.4909,
ATM,GT Bank SL Limited,On-Site,Bank,GT Bank SL Limited,"COLLEGE ROAD, CLINE TOWN",FREETOWN,EAST I,WESTERN,WESTERN URBAN,,,,,-13.21017,8.49082,
ATM,GT Bank SL Limited,On-Site,Bank,GT Bank SL Limited,KISSY ROAD,FREETOWN,EAST II,WESTERN,WESTERN URBAN,,,,,-13.22348,8.48713,
ATM,GT Bank SL Limited,On-Site,Bank,GT Bank SL Limited,WELLINGTON - BAI BUREH ROAD,FREETOWN,EAST III,WESTERN,WESTERN URBAN,,,,,-13.16229,8.44505,
ATM,GT Bank SL Limited,On-Site,Bank,GT Bank SL Limited,MORIBA TOWN,MORIBA TOWN,IMPERRI,SOUTHERN,BONTHE,,,,,-12.29916,7.7882,
ATM,GT Bank SL Limited,On-Site,Bank,GT Bank SL Limited,"AIRPORT ROAD , LUNGI",Lungi,KAFFU BULLOM,NORTH WESTERN,PORT LOKO,,,,,-13.20218,8.61366,
ATM,GT Bank SL Limited,On-Site,Bank,GT Bank SL Limited,"HANGA ROAD, KENEMA",KENEMA,KENEMA CITY,EASTERN,KENEMA,,,,,-11.19345237,7.87339893,
ATM,GT Bank SL Limited,On-Site,Bank,GT Bank SL Limited,KONO - KAINKORDU ROAD,Koidu City,KOIDU CITY,EASTERN,KONO,,,,,-10.97076,8.6452,
ATM,GT Bank SL Limited,On-Site,Bank,GT Bank SL Limited,MAGBUROKA ROAD,MAKENI,MAKENI CITY,NORTHERN,BOMBALI,,,,,-12.04466,8.88774,
ATM,GT Bank SL Limited,On-Site,Bank,GT Bank SL Limited,LUNSAR TOWN,LUNSAR,MARAMPA,NORTH WESTERN,PORT LOKO,,,,,-12.54246,8.68779,
ATM,GT Bank SL Limited,On-Site,Bank,GT Bank SL Limited,"MAIN MOTOR ROAD , BROOKFIELDS",FREETOWN,WEST I,WESTERN,WESTERN URBAN,,,,,-13.2497,8.47787,
ATM,GT Bank SL Limited,On-Site,Bank,GT Bank SL Limited,WILKINSON ROAD,FREETOWN,WEST III,WESTERN,WESTERN URBAN,,,,,-13.26972,8.45992,
ATM,GT Bank SL Limited,On-Site,Hotel,ATLANTIC HOTEL,"Lumley Beach Road, Freetown",FREETOWN,WEST III,WESTERN,WESTERN URBAN,,,,,-13.28348,8.47776,
ATM,GT Bank SL Limited,On-Site,Bank,ABERDEEN GALARY,Aberdeen,FREETOWN,WEST III,WESTERN,WESTERN URBAN,,,,,-13.2864,8.49383,
ATM,Rokel Commercial Bank (SL) Ltd,On-Site,BANK,Rokel Commercial Bank,25 Siaka Stevens Street,FREETOWN,CENTRAL I,WESTERN,WESTERN URBAN,,,,,-13.23213307,8.48958884,
ATM,Rokel Commercial Bank (SL) Ltd,On-Site,BANK,Rokel Commercial Bank,"14 Dama Road, Kenema",KENEMA,KENEMA CITY,EASTERN,KENEMA,,,,,-11.18417192,7.875747644,
ATM,Rokel Commercial Bank (SL) Ltd,On-Site,BANK,Rokel Commercial Bank,1 Wilkinson Road,FREETOWN,CENTRAL II,WESTERN,WESTERN URBAN,,,,,-13.23412,8.48937,
ATM,Rokel Commercial Bank (SL) Ltd,On-Site,BANK,Rokel Commercial Bank,141 Wilkinson Road,FREETOWN,EAST II,WESTERN,WESTERN URBAN,,,,,-13.21265,8.48316,
ATM,Rokel Commercial Bank (SL) Ltd,On-Site,BANK,Rokel Commercial Bank,25 Siaka Stevens Street,FREETOWN,EAST III,WESTERN,WESTERN URBAN,,,,,-13.20668,8.47886,
ATM,Rokel Commercial Bank (SL) Ltd,On-Site,BANK,Rokel Commercial Bank,7 Kissy Road,FREETOWN,KENEMA CITY,EASTERN,KENEMA,,,,,-11.18651,7.86256,
ATM,Rokel Commercial Bank (SL) Ltd,On-Site,BANK,Rokel Commercial Bank,"1 Soldier Street, Makeni",MAKENI,MAKENI CITY,NORTHERN,BOMBALI,,,,,-12.04906566,8.879893379,
ATM,Rokel Commercial Bank (SL) Ltd,On-Site,BANK,Rokel Commercial Bank,"2c Levuma Beach Road, Juba",FREETOWN,WEST III,WESTERN,WESTERN URBAN,,,,,-13.28974,8.49207,
ATM,Rokel Commercial Bank (SL) Ltd,Off-Site,HOTEL,Radisson Blu Hotel,"Radisson Blu, Aberdeen",FREETOWN,WEST III,WESTERN,WESTERN URBAN,,,,,-13.28974,8.49207,
ATM,Rokel Commercial Bank (SL) Ltd,On-Site,BANK,Rokel Commercial Bank,7 Charlotte Street,FREETOWN,WEST III,WESTERN,WESTERN URBAN,,,,,-13.27337,8.47673,
ATM,Rokel Commercial Bank (SL) Ltd,On-Site,BANK,Rokel Commercial Bank,Wellington Industrial Area,FREETOWN,WEST III,WESTERN,WESTERN URBAN,,,,,-13.26364,8.47458,
ATM,Rokel Commercial Bank (SL) Ltd,Off-Site,HOTEL,Hub Hotel,"6 Regent Road, Wilberforce",FREETOWN,WEST III,WESTERN,WESTERN URBAN,,,,,-13.26364,8.47458,
ATM,Rokel Commercial Bank (SL) Ltd,Off-Site,OFFICE,UNDP Office,"Fourah Bay Close, Off Main Motor Road, Wilberforce",FREETOWN,WEST III,WESTERN,WESTERN URBAN,,,,,-13.26192,8.47522,
ATM,Rokel Commercial Bank (SL) Ltd,On-Site,BANK,Rokel Commercial Bank,"10 Bojon Street, Bo",BO,YORK RURAL,WESTERN,WESTERN RURAL,,,,,-13.26974,8.41459,
ATM,Sierra Leone Commercial Bank,On-Site,Bank,Sierra Leone Commercial Bank,13 Damballa Road,Bo,BO TOWN,SOUTHERN,BO,,,,,-11.74042,7.9731,
ATM,Sierra Leone Commercial Bank,On-Site,Bank,Sierra Leone Commercial Bank,31 Siaka Stevens Street,FREETOWN,CENTRAL I,WESTERN,WESTERN URBAN,,,,,-13.23544,8.48733,
ATM,Sierra Leone Commercial Bank,On-Site,Bank,Sierra Leone Commercial Bank,211 Fourah Bay Road,FREETOWN,EAST I,WESTERN,WESTERN URBAN,,,,,-13.2138,8.48927,
ATM,Sierra Leone Commercial Bank,On-Site,Bank,Sierra Leone Commercial Bank,Sierra Rutile Moriba Town,MORIBA TOWN,IMPERRI,SOUTHERN,BONTHE,,,,,-12.29891,7.79069,
ATM,Sierra Leone Commercial Bank,On-Site,Bank,Sierra Leone Commercial Bank,2 Hangha Road,Kenema,KENEMA CITY,EASTERN,KENEMA,,,,,-11.19277,7.87386,
ATM,Sierra Leone Commercial Bank,On-Site,Bank,Sierra Leone Commercial Bank,2 Dr. Vincent Kanu Road,FREETOWN,MAKENI CITY,NORTHERN,BOMBALI,,,,,-12.04414,8.88792,
ATM,Sierra Leone Commercial Bank,On-Site,Bank,Sierra Leone Commercial Bank,135 Masiaka-Yonibana Highway,FREETOWN,WATERLOO RURAL,WESTERN,WESTERN RURAL,,,,,-13.0551,8.3288,
ATM,Sierra Leone Commercial Bank,Off-Site,Hotel,Roy Hotel,"Roy Hotel, Lumley Beach Road",FREETOWN,WEST III,WESTERN,WESTERN URBAN,,,,,-13.28508,8.47955,
ATM,Sierra Leone Commercial Bank,On-Site,Bank,Sierra Leone Commercial Bank,28B Wilkinson Road,FREETOWN,WEST III,WESTERN,WESTERN URBAN,,,,,-13.27337,8.47673,
ATM,Sierra Leone Commercial Bank,Off-Site,Supermarket,St Mary's Supermarket,St Mary's Supermarket ,FREETOWN,WEST III,WESTERN,WESTERN URBAN,,,,,-13.25466,8.46229,
ATM,Skye Bank (SL) Ltd,On-Site,Bank,Skye Bank (SL) Ltd,148 Mahei Boima Road,Bo,BO TOWN,SOUTHERN,BO,,,,,-11.73744,7.97174,
ATM,Skye Bank (SL) Ltd,On-Site,Bank,Skye Bank (SL) Ltd,31 Siaka Stevens Street,FREETOWN,CENTRAL I,WESTERN,WESTERN URBAN,,,,,-13.23544,8.48733,
ATM,Skye Bank (SL) Ltd,On-Site,Bank,Skye Bank (SL) Ltd,22 Rawdon Street,FREETOWN,CENTRAL I,WESTERN,WESTERN URBAN,,,,,-13.23268,8.48948,
ATM,Skye Bank (SL) Ltd,On-Site,Bank,Skye Bank (SL) Ltd,"5 College Road, Cline Town",FREETOWN,EAST I,WESTERN,WESTERN URBAN,,,,,-13.21076,8.48933,
ATM,Skye Bank (SL) Ltd,On-Site,Bank,Skye Bank (SL) Ltd,"33 Freetown Road, Lumley",FREETOWN,WEST III,WESTERN,WESTERN URBAN,,,,,-13.2709,8.45779,
ATM,Standard Chartered Bank (SL) Ltd,On-Site,Bank,Standard Chartered Bank,9 Lightfoot Boston Street,FREETOWN,CENTRAL II,WESTERN,WESTERN URBAN,,,,,-13.23322,8.49086,
ATM,Standard Chartered Bank (SL) Ltd,Off-Site,Filing Station,NP Filing Station,"Petrol Sation, Bo",Bo,BO TOWN,SOUTHERN,BO,,,,,-11.74196,7.96068,
ATM,Standard Chartered Bank (SL) Ltd,On-Site,Bank,Standard Chartered Bank ,"Gouji Compund, Cline Town",FREETOWN,EAST I,WESTERN,WESTERN URBAN,,,,,-13.21028,8.48917,
ATM,Standard Chartered Bank (SL) Ltd,Off-Site,Filing Station,Leonco Petrol Station,"Leonco Petrol Station,Congo Cross",FREETOWN,WEST II,WESTERN,WESTERN URBAN,,,,,-13.25351,8.47915,
ATM,Standard Chartered Bank (SL) Ltd,Off-Site,Entertainment Center,Lagoonda Entertainment Complex,"Lagoonda Entertainment Complex, Aberdeen",FREETOWN,WEST III,WESTERN,WESTERN URBAN,,,,,-13.29443,8.49617,
ATM,Standard Chartered Bank (SL) Ltd,Off-Site,Hotel,Pearl Hotel,"Pearl Hotel, Aberdeen Beach",FREETOWN,WEST III,WESTERN,WESTERN URBAN,,,,,-13.28174,8.47061,
ATM,Union Trust Bank (SL) Ltd,On-Site,Bank,Union Trust Bank (SL) Ltd,7 Bojon Street,Bo,BO TOWN,SOUTHERN,BO,,,,,-11.73949,7.96607,
ATM,Union Trust Bank (SL) Ltd,On-Site,Bank,Union Trust Bank (SL) Ltd,2 Howe Street,FREETOWN,CENTRAL I,WESTERN,WESTERN URBAN,,,,,-13.23285,8.48882,
ATM,Union Trust Bank (SL) Ltd,On-Site,Bank,Union Trust Bank (SL) Ltd,"48 Bai Bureh Road, Kissy",FREETOWN,EAST III,WESTERN,WESTERN URBAN,,,,,-13.19906,8.47849,
ATM,Union Trust Bank (SL) Ltd,On-Site,Bank,Union Trust Bank (SL) Ltd,25 Azzolini Highway,Makeni,MAKENI CITY,NORTHERN,BOMBALI,,,,,-12.05102,8.87781,
ATM,Union Trust Bank (SL) Ltd,On-Site,Bank,Union Trust Bank (SL) Ltd,2 Siaka Bockarie Street,FREETOWN,WARA WARA YAGALA,NORTHERN,KOINADUGU,,,,,-11.54852,9.58704,
ATM,Union Trust Bank (SL) Ltd,On-Site,Outlet,Union Trust Bank (SL) Ltd,New Freetown Waterloo Highway,FREETOWN,WATERLOO RURAL,WESTERN,WESTERN RURAL,,,,,-13.05992,8.32748,
ATM,Union Trust Bank (SL) Ltd,On-Site,Bank,Union Trust Bank (SL) Ltd,19 Freetown Road Lumley,FREETOWN,WEST III,WESTERN,WESTERN URBAN,,,,,-13.26016,8.48001,
ATM,Union Trust Bank (SL) Ltd,Off-Site,Electrical & Electronics Shop,Rajus Congo Cross,Rajus Congo Cross,FREETOWN,WEST III,WESTERN,WESTERN URBAN,,,,,-13.26156,8.48292,
ATM,United Bank for Africa,On-Site,Bank,United Bank of Africa,"73 Damballa Road, Bo",Bo,BO TOWN,SOUTHERN,BO,,,,,-11.74038,7.97291,
ATM,United Bank for Africa,Off-Site,,,29 Kissy Town Road,Bo,BO TOWN,SOUTHERN,BO,,,,,-11.7394,7.96828,
ATM,United Bank for Africa,On-Site,Bank,United Bank of Africa,15 Charlotte Street,FREETOWN,CENTRAL II,WESTERN,WESTERN URBAN,,,,,-13.23412,8.48937,
ATM,United Bank for Africa,Off-Site,,,"9 College Road, Cline Town",FREETOWN,EAST I,WESTERN,WESTERN URBAN,,,,,-13.21004,8.49034,
ATM,United Bank for Africa,On-Site,Bank,United Bank of Africa,Lungi,Lungi,KAFFU BULLOM,NORTH WESTERN,PORT LOKO,,,,,-13.20077,8.61545,
ATM,United Bank for Africa,Off-Site,Shops,Business Center,16 Lunsar Road,Makeni,MARAMPA,NORTH WESTERN,PORT LOKO,,,,,-12.52565,8.70031,
ATM,United Bank for Africa,On-Site,Bank,United Bank of Africa,Fourah Bay College,FREETOWN,MOUNTAIN RURAL,WESTERN,WESTERN RURAL,,,,,-13.21979,8.47768,
ATM,United Bank for Africa,Off-Site,,,"21 Main Motor Road, ",FREETOWN,WATERLOO RURAL,WESTERN,WESTERN RURAL,,,,,-13.0664,8.32682,
ATM,United Bank for Africa,Off-Site,Entertainment Center,China House,"China House, Brookfields",FREETOWN,WEST I,WESTERN,WESTERN URBAN,,,,,-13.24829,8.47491,
ATM,United Bank for Africa,On-Site,Bank,United Bank of Africa,79 Adelaide Street,FREETOWN,WEST I,WESTERN,WESTERN URBAN,,,,,-13.24318,8.48208,
ATM,United Bank for Africa,Off-Site,,,"Radisson Blu Hotel, Aberdeen",FREETOWN,WEST III,WESTERN,WESTERN URBAN,,,,,-13.28974,8.49207,
ATM,United Bank for Africa,On-Site,Bank,United Bank of Africa,153 Wilkinson Road,FREETOWN,WEST III,WESTERN,WESTERN URBAN,,,,,-13.27337,8.47673,
ATM,Zenith Bank (SL) Limited,On-Site,Bank,Zenith Bank (SL) Limited,94 Tikonko Road,Bo,BO TOWN,SOUTHERN,BO,,"Cash withdrawals,",,,-11.74244,7.95855,
ATM,Zenith Bank (SL) Limited,On-Site,Bank,Zenith Bank (SL) Limited,18 Rawdon Street,FREETOWN,CENTRAL I,WESTERN,WESTERN URBAN,,,,,-13.23268,8.48948,
ATM,Zenith Bank (SL) Limited,On-Site,Bank,Zenith Bank (SL) Limited,135 Fourah Bay Road,FREETOWN,EAST I,WESTERN,WESTERN URBAN,,,,,-13.2138,8.48927,
ATM,Zenith Bank (SL) Limited,On-Site,Bank,Zenith Bank (SL) Limited,"282 Bai Bureh Road, Wellington",FREETOWN,EAST III,WESTERN,WESTERN URBAN,,,,,-13.16258,8.44509,
ATM,Zenith Bank (SL) Limited,On-Site,Bank,Zenith Bank (SL) Limited,Freetown International Airport,Lungi,KAFFU BULLOM,NORTH WESTERN,PORT LOKO,,Print receipt,,,-13.20104,8.61542,
ATM,Zenith Bank (SL) Limited,On-Site,Bank,Zenith Bank (SL) Limited,27 Kaisamba Terrace,Kenema,KENEMA CITY,EASTERN,KENEMA,,,,,-11.19247,7.87585,
ATM,Zenith Bank (SL) Limited,On-Site,Bank,Zenith Bank (SL) Limited,Ernest Bai Koroma University of Science and Technology,Makeni,MAKENI CITY,NORTHERN,BOMBALI,,Account balance check,,,-12.04875,8.8717,
ATM,Zenith Bank (SL) Limited,On-Site,Bank,Zenith Bank (SL) Limited,Aberdeen,FREETOWN,WEST III,WESTERN,WESTERN URBAN,,,,,-13.28671,8.49552,
ATM,Zenith Bank (SL) Limited,On-Site,Bank,Zenith Bank (SL) Limited,2E Freetown Road,FREETOWN,WEST III,WESTERN,WESTERN URBAN,,,,,-13.2709,8.45779,
