AP_TYPE,Name of Access Point,Office Type:,AP_Attached_Facility,Attach_Facility Name,Street Address,City or town,CHIEFDOM,REGION,DISTRICT,Products Offered,Services offered,Status,Agent Code/ Branch Code,Longitude,Lattitude,Photo
Discount Houses,First Discount House Limited,HQ,,,19 Walpole Street,Freetown,CENTRAL II,WESTERN,WESTERN URBAN,,,,,-13.2366699,8.4885622,
Discount Houses,Capital Discount House Limited,HQ,,,64 Pademba Road,Freetown,CENTRAL II,WESTERN,WESTERN URBAN,,,,,-13.2356923,8.4868816,
