AP_TYPE,Name of Access Point,Office Type:,AP_Attached_Facility,Attach_Facility Name,Street Address,City or town,CHIEFDOM_N,REGION,DISTRICT,Products Offered,Services offered,Status,Agent Code/ Branch Code,Longitude,Lattitude,Photo
Mobile Money,Orange,Mobile Money Agent,,,Tissana,Tissana,BAGBO,SOUTHERN,BO,,,Active,Z1N914,-11.93765,7.56991,
Mobile Money,Orange,Mobile Money Agent,,,Tissana,Tissana,BAGBO,SOUTHERN,BO,,,Active,L1K017,-11.93765,7.56991,
Mobile Money,Orange,Mobile Money Agent,,,Tissana,Tissana,BAGBO,SOUTHERN,BO,,,Active,B1B186,-11.93765,7.56991,
Mobile Money,Orange,Mobile Money Agent,,,Tissana,Tissana,BAGBO,SOUTHERN,BO,,,Active,174291,-11.93765,7.56991,
Mobile Money,Orange,Mobile Money Agent,,,Tissana,Tissana,BAGBO,SOUTHERN,BO,,,Active,192263,-11.93707,7.57228,
Mobile Money,Orange,Mobile Money Agent,,,Jimmi,Jimmi,BAGBO,SOUTHERN,BO,,,Active,176807,-11.81635,7.60333,
Mobile Money,Orange,Mobile Money Agent,,,Jimmi,Jimmi,BAGBO,SOUTHERN,BO,,,Active,A1S202,-11.81582,7.60527,
Mobile Money,Orange,Mobile Money Agent,,,Jimmi,Jimmi,BAGBO,SOUTHERN,BO,,,Active,Z1N896,-11.8125,7.60213,
Mobile Money,Orange,Mobile Money Agent,,,Jimmi,Jimmi,BAGBO,SOUTHERN,BO,,,Active,Z1N875,-11.8125,7.60213,
Mobile Money,Orange,Mobile Money Agent,,,Jimmi,Jimmi,BAGBO,SOUTHERN,BO,,,Active,S1M272,-11.8125,7.60213,
Mobile Money,Orange,Mobile Money Agent,,,Jimmi,Jimmi,BAGBO,SOUTHERN,BO,,,Active,EMF247,-11.8125,7.60213,
Mobile Money,Orange,Mobile Money Agent,,,Jimmi,Jimmi,BAGBO,SOUTHERN,BO,,,Active,B1S369,-11.8125,7.60213,
Mobile Money,Orange,Mobile Money Agent,,,Jimmi,Jimmi,BAGBO,SOUTHERN,BO,,,Active,ACS458,-11.8125,7.60213,
Mobile Money,Orange,Mobile Money Agent,,,Jimmi,Jimmi,BAGBO,SOUTHERN,BO,,,Active,ACS180,-11.8125,7.60213,
Mobile Money,Orange,Mobile Money Agent,,,Jimmi,Jimmi,BAGBO,SOUTHERN,BO,,,Active,171911,-11.8125,7.60213,
Mobile Money,Orange,Mobile Money Agent,,,Jimmi,Jimmi,BAGBO,SOUTHERN,BO,,,Active,166731,-11.8125,7.60213,
Mobile Money,Orange,Mobile Money Agent,,,Jimmi,Jimmi,BAGBO,SOUTHERN,BO,,,Active,166704,-11.8125,7.60213,
Mobile Money,Orange,Mobile Money Agent,,,Jimmi,Jimmi,BAGBO,SOUTHERN,BO,,,Active,S1S121,-11.77948,7.66543,
Mobile Money,Orange,Mobile Money Agent,,,Jimmi,Jimmi,BAGBO,SOUTHERN,BO,,,Active,182046,-11.77948,7.66543,
Mobile Money,Orange,Mobile Money Agent,,,Niagorehun,Niagorehun,BAGBO,SOUTHERN,BO,,,Active,B1R296,-11.76641,7.68546,
Mobile Money,Orange,Mobile Money Agent,,,Sembehun,Sembehun,BAGRUWA,SOUTHERN,MOYAMBA,,,Active,U1P205,-12.53606,7.93944,
Mobile Money,Orange,Mobile Money Agent,,,Sembehun,Sembehun,BAGRUWA,SOUTHERN,MOYAMBA,,,Active,B1S619,-12.53606,7.93944,
Mobile Money,Orange,Mobile Money Agent,,,Sembehun,Sembehun,BAGRUWA,SOUTHERN,MOYAMBA,,,Active,ACS231,-12.53606,7.93944,
Mobile Money,Orange,Mobile Money Agent,,,Sembehun,Sembehun,BAGRUWA,SOUTHERN,MOYAMBA,,,Active,198109,-12.53606,7.93944,
Mobile Money,Orange,Mobile Money Agent,,,Sembehun,Sembehun,BAGRUWA,SOUTHERN,MOYAMBA,,,Active,185450,-12.53606,7.93944,
Mobile Money,Orange,Mobile Money Agent,,,Palima,Palima,BAGRUWA,SOUTHERN,MOYAMBA,,,Active,L1K057,-12.32392,7.91664,
Mobile Money,Orange,Mobile Money Agent,,,Fallay,Fallay,BARRI,SOUTHERN,PUJEHUN,,,Active,S1G318,-11.48289,7.51058,
Mobile Money,Orange,Mobile Money Agent,,,Fallay,Fallay,BARRI,SOUTHERN,PUJEHUN,,,Active,D1N359,-11.48289,7.51058,
Mobile Money,Orange,Mobile Money Agent,,,Fallay,Fallay,BARRI,SOUTHERN,PUJEHUN,,,Active,B1R093,-11.48289,7.51058,
Mobile Money,Orange,Mobile Money Agent,,,Fallay,Fallay,BARRI,SOUTHERN,PUJEHUN,,,Active,ACS093,-11.48289,7.51058,
Mobile Money,Orange,Mobile Money Agent,,,Karina,Karina,BIRIWA,NORTHERN,BOMBALI,,,Active,B1S282,-11.97685,9.27147,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,,-11.96752,9.26662,
Mobile Money,Orange,Mobile Money Agent,,,Kamabai,Kamabai,BIRIWA,NORTHERN,BOMBALI,,,Active,U1P302,-11.96053,9.14822,
Mobile Money,Orange,Mobile Money Agent,,,Kamabai,Kamabai,BIRIWA,NORTHERN,BOMBALI,,,Active,S1S159,-11.96053,9.14822,
Mobile Money,Orange,Mobile Money Agent,,,Kamabai,Kamabai,BIRIWA,NORTHERN,BOMBALI,,,Active,D1N044,-11.96053,9.14822,
Mobile Money,Orange,Mobile Money Agent,,,Kamabai,Kamabai,BIRIWA,NORTHERN,BOMBALI,,,Active,178998,-11.96053,9.14822,
Mobile Money,Orange,Mobile Money Agent,,,Kamabai,Kamabai,BIRIWA,NORTHERN,BOMBALI,,,Active,,-11.96053,9.14822,
Mobile Money,Orange,Mobile Money Agent,,,Kamabai,Kamabai,BIRIWA,NORTHERN,BOMBALI,,,Active,183196,-11.95987,9.14858,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,Z1N212,-11.95771,9.2056,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,RCB114,-11.95771,9.2056,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,EMF136,-11.95771,9.2056,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,A1S204,-11.95771,9.2056,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,192926,-11.95771,9.2056,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,191872,-11.95771,9.2056,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,173647,-11.95771,9.2056,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,168304,-11.95771,9.2056,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,,-11.95771,9.2056,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,,-11.95771,9.2056,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,,-11.95771,9.2056,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,,-11.95771,9.2056,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,,-11.95771,9.2056,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,,-11.95771,9.2056,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,,-11.95771,9.2056,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,170501,-11.91249,9.31767,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,175803,-11.91217,9.31746,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,,-11.9121,9.31772,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,ACS017,-11.91051,9.31737,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,OMB017,-11.89031,9.33218,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,B1B209,-11.89031,9.33218,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,A1S007,-11.89031,9.33218,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,,-11.89031,9.33218,
Mobile Money,Orange,Mobile Money Agent,,,Kabakeh Balandugu,Kabakeh Balandugu,BIRIWA,NORTHERN,BOMBALI,,,Active,,-11.89031,9.33218,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,197593,-11.7604,7.97051,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,Z1N772,-11.7579,7.9695,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,Z1N217,-11.7579,7.9695,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,T1D442,-11.7579,7.9695,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,B1S355,-11.7579,7.9695,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,ACS364,-11.7579,7.9695,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,A1S135,-11.7579,7.9695,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,186444,-11.7579,7.9695,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,184300,-11.7579,7.9695,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,172063,-11.7579,7.9695,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,Z1N792,-11.75778,7.94738,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,176159,-11.75643,7.96608,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Nikibu - Bo School,West Ward-Nikibu - Bo School,BO TOWN,SOUTHERN,BO,,,Active,B1S547,-11.75612,7.96261,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,S1S157,-11.75577,7.94857,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,G1J152,-11.75577,7.95058,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,196249,-11.75577,7.95058,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Nikibu - Bo School,West Ward-Nikibu - Bo School,BO TOWN,SOUTHERN,BO,,,Active,S1M018,-11.7556,7.95865,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Nikibu - Bo School,West Ward-Nikibu - Bo School,BO TOWN,SOUTHERN,BO,,,Active,B1S139,-11.75537,7.95949,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,Z1N748,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,U1P109,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,U1P022,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,T1D364,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,S1J012,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,RCB112,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,M1J215,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,K1N001,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,HAS111,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,G1J132,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,D1N083,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,D1N057,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,B1S127,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,B1R375,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,B1R222,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,B1R169,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,B1R118,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,A1J071,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,A1J018,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,A1E000,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,203235,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,200942,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,197953,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,197594,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,191519,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,183060,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,180390,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,178623,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,177881,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,176846,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,172180,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,171240,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,169214,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation I,North Ward-Reservation I,BO TOWN,SOUTHERN,BO,,,Active,168898,-11.75536,7.97711,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Nikibu - Bo School,West Ward-Nikibu - Bo School,BO TOWN,SOUTHERN,BO,,,Active,185523,-11.75492,7.95692,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Nikibu - Bo School,West Ward-Nikibu - Bo School,BO TOWN,SOUTHERN,BO,,,Active,S1W194,-11.75492,7.95698,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Nikibu - Bo School,West Ward-Nikibu - Bo School,BO TOWN,SOUTHERN,BO,,,Active,B1S687,-11.7549,7.95693,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Nikibu - Bo School,West Ward-Nikibu - Bo School,BO TOWN,SOUTHERN,BO,,,Active,203196,-11.7549,7.95702,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Nikibu - Bo School,West Ward-Nikibu - Bo School,BO TOWN,SOUTHERN,BO,,,Active,S1G122,-11.75466,7.95628,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Nikibu - Bo School,West Ward-Nikibu - Bo School,BO TOWN,SOUTHERN,BO,,,Active,ACS181,-11.75455,7.95583,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Nikibu - Bo School,West Ward-Nikibu - Bo School,BO TOWN,SOUTHERN,BO,,,Active,Z1N785,-11.75454,7.95701,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,S1W055,-11.75452,7.95217,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Nikibu - Bo School,West Ward-Nikibu - Bo School,BO TOWN,SOUTHERN,BO,,,Active,D1N178,-11.75451,7.95642,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,S1S146,-11.75446,7.9522,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,Z1N090,-11.75441,7.95221,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,B1R230,-11.75441,7.95193,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,S1G248,-11.75438,7.9522,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,205429,-11.75437,7.95233,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Nikibu - Bo School,West Ward-Nikibu - Bo School,BO TOWN,SOUTHERN,BO,,,Active,S1M021,-11.75434,7.96132,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Nikibu - Bo School,West Ward-Nikibu - Bo School,BO TOWN,SOUTHERN,BO,,,Active,200937,-11.75434,7.96132,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Nikibu - Bo School,West Ward-Nikibu - Bo School,BO TOWN,SOUTHERN,BO,,,Active,ACS182,-11.75426,7.95593,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,S1S070,-11.75417,7.95231,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,K1N229,-11.75417,7.95231,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,A1S199,-11.75417,7.95231,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,S1S096,-11.75388,7.95185,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Nikibu - Bo School,West Ward-Nikibu - Bo School,BO TOWN,SOUTHERN,BO,,,Active,OMB283,-11.75287,7.95843,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Nikibu - Bo School,West Ward-Nikibu - Bo School,BO TOWN,SOUTHERN,BO,,,Active,172188,-11.75238,7.96207,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,C1T002,-11.75236,7.95225,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Njagboima-Coronation Field,West Ward-Njagboima-Coronation Field,BO TOWN,SOUTHERN,BO,,,Active,S1W128,-11.75221,7.95402,
Mobile Money,Orange,Mobile Money Agent,,,North Ward-Reservation Ii,North Ward-Reservation Ii,BO TOWN,SOUTHERN,BO,,,Active,U1P285,-11.75174,7.96231,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Njagboima-Coronation Field,West Ward-Njagboima-Coronation Field,BO TOWN,SOUTHERN,BO,,,Active,S1M126,-11.7515,7.95538,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Nikibu - Bo School,West Ward-Nikibu - Bo School,BO TOWN,SOUTHERN,BO,,,Active,175416,-11.75125,7.95826,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,Z1N438,-11.75034,7.94337,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,Z1N381,-11.75034,7.94337,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,Z1N272,-11.75034,7.94337,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,Z1N229,-11.75034,7.94337,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,T1D449,-11.75034,7.94337,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,T1D377,-11.75034,7.94337,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,T1D354,-11.75034,7.94337,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,T1D348,-11.75034,7.94337,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,T1D143,-11.75034,7.94337,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,S1W110,-11.75034,7.94337,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,S1S084,-11.75034,7.94337,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,S1S065,-11.75034,7.94337,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,S1M266,-11.75034,7.94337,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,S1M218,-11.75034,7.94337,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,S1M022,-11.75034,7.94337,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,S1G286,-11.75034,7.94337,
Mobile Money,Orange,Mobile Money Agent,,,West Ward-Kandeh Town - Korwama,West Ward-Kandeh Town - Korwama,BO TOWN,SOUTHERN,BO,,,Active,S1G195,-11.75034,7.94337,
